Name,Address,Source,SourceFile,image-wrapper href,photo src,place-name,address,city,material-icons,material-icons 2,info,material-icons 3,description,program-link href,program,badge 3,btn href,city 2,details,neighborhood,badge
,1324 19th Pl SW,Winnie,winnie (6).csv,https://winnie.com/place/ruthies-day-care-birmingham,https://winnie-static.imgix.net/default/daycare_51.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Ruthie's Day Care,1324 19th Pl SW,,maps_home_work,,,,"Ruthie's Day Care is a licensed child care center offering daycare programs located at 1324 19th Pl SW in Jones Valley in Birmingham, AL. Contact this provider to inquire about prices and...",https://winnie.com/place/ruthies-day-care-birmingham#daycare-program,,,https://winnie.com/place/ruthies-day-care-birmingham#contact_form,"Birmingham, AL",,Jones Valley,6 w - 14 yr
,4901 Old Leeds Rd,Winnie,winnie (6).csv,https://winnie.com/place/highlands-school-family-center-mountain-brook,https://winnie-static.imgix.net/default/daycare_27.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Highlands School Family Center,4901 Old Leeds Rd,Mountain Brook,location_on,,,,"Highlands School Family Center is a licensed child care center offering daycare programs located at 4901 Old Leeds Rd in Mountain Brook, AL. Contact this provider to inquire about prices and...",https://winnie.com/place/highlands-school-family-center-mountain-brook#daycare-program,,,https://winnie.com/place/highlands-school-family-center-mountain-brook#contact_form,"Mountain Brook, AL",,,6 w - 3 yr 11 mo
,637 Shadywood Dr,Winnie,winnie (6).csv,https://winnie.com/place/children-of-the-world-home-child-care-birmingham,https://winnie-static.imgix.net/default/daycare_11.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Children Of The World Home Child Care,637 Shadywood Dr,,maps_home_work,,,,"Children Of The World Home Child Care is a licensed child care center offering daycare programs located at 637 Shadywood Dr in South Roebuck in Birmingham, AL. Contact this provider to inquire about...",https://winnie.com/place/children-of-the-world-home-child-care-birmingham#daycare-program,,,https://winnie.com/place/children-of-the-world-home-child-care-birmingham#contact_form,"Birmingham, AL",,South Roebuck,6 w - 14 yr
,330 Canyon Park Dr,Winnie,winnie (6).csv,https://winnie.com/place/chase-learning-center-daycare-pelham,https://winnie-static.imgix.net/default/daycare_28.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Chase Learning Center & Daycare,330 Canyon Park Dr,Pelham,location_on,,,,"Chase Learning Center & Daycare is a licensed child care center offering daycare programs located at 330 Canyon Park Dr in Pelham, AL. Contact this provider to inquire about prices and availability.",https://winnie.com/place/chase-learning-center-daycare-pelham#daycare-program,,,https://winnie.com/place/chase-learning-center-daycare-pelham#contact_form,"Pelham, AL",,,18 mo - 12 yr
,100 Canyon Park Dr,Winnie,winnie (6).csv,https://winnie.com/place/chase-learning-center-infant-care-pelham,https://winnie-static.imgix.net/default/daycare_57.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Chase Learning Center Infant Care,100 Canyon Park Dr,Pelham,location_on,,,,"Chase Learning Center Infant Care is a licensed child care center offering daycare programs located at 100 Canyon Park Dr in Pelham, AL. Contact this provider to inquire about prices and availability.",https://winnie.com/place/chase-learning-center-infant-care-pelham#daycare-program,,,https://winnie.com/place/chase-learning-center-infant-care-pelham#contact_form,"Pelham, AL",,,6 w - 24 mo
,7401 London Ave,Winnie,winnie (6).csv,https://winnie.com/place/new-rising-star-early-childhood-development-center-birmingham,https://winnie-static.imgix.net/default/daycare_21.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,New Rising Star Early Childhood Development Center,7401 London Ave,,maps_home_work,,,,"New Rising Star Early Childhood Development Center is a licensed child care center offering daycare programs located at 7401 London Ave in Brown Springs in Birmingham, AL. Contact this provider to...",https://winnie.com/place/new-rising-star-early-childhood-development-center-birmingham#daycare-program,,,https://winnie.com/place/new-rising-star-early-childhood-development-center-birmingham#contact_form,"Birmingham, AL",,Brown Springs,6 w - 4 yr 11 mo
,2209 Dartmouth Ave,Winnie,winnie (6).csv,https://winnie.com/place/colemans-day-care-bessemer,https://winnie-static.imgix.net/default/daycare_35.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Coleman's Day Care,2209 Dartmouth Ave,Bessemer,location_on,,,,"Coleman's Day Care is a licensed child care center offering daycare programs located at 2209 Dartmouth Ave in Bessemer, AL. Contact this provider to inquire about prices and availability.",https://winnie.com/place/colemans-day-care-bessemer#daycare-program,,,https://winnie.com/place/colemans-day-care-bessemer#contact_form,"Bessemer, AL",,,1 mo - 13 yr
,2041 Brookwood Medical Center Dr,Winnie,winnie (6).csv,https://winnie.com/place/montessori-kids-universe-homewood,https://winnie-static.imgix.net/default/daycare_33.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Montessori Kids Universe Homewood,2041 Brookwood Medical Center Dr,Homewood,location_on,,,,"Montessori Kids Universe Homewood is a licensed child care center offering daycare programs located at 2041 Brookwood Medical Center Dr in Homewood, AL. Contact this provider to inquire about prices...",https://winnie.com/place/montessori-kids-universe-homewood#daycare-program,,,https://winnie.com/place/montessori-kids-universe-homewood#contact_form,"Homewood, AL",,,6 w - 10 yr
,1411 5th Ave N,Winnie,winnie (6).csv,https://winnie.com/place/orriss-abcs-123s-bessemer,https://winnie-static.imgix.net/default/daycare_33.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Orris's Abc's & 123'S,1411 5th Ave N,Bessemer,location_on,,,,"Orris's Abc's & 123'S is a licensed child care center offering daycare programs located at 1411 5th Ave N in Bessemer, AL. Contact this provider to inquire about prices and availability.",https://winnie.com/place/orriss-abcs-123s-bessemer#daycare-program,,,https://winnie.com/place/orriss-abcs-123s-bessemer#contact_form,"Bessemer, AL",,,1 mo - 14 yr
,7555 Dickey Springs Rd,Winnie,winnie (6).csv,https://winnie.com/place/einsteins-playground-bessemer,https://winnie-static.imgix.net/default/daycare_45.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Einstein's Playground,7555 Dickey Springs Rd,Bessemer,location_on,,,,"Einstein's Playground is a licensed child care center offering daycare programs located at 7555 Dickey Springs Rd in Bessemer, AL. Contact this provider to inquire about prices and availability.",https://winnie.com/place/einsteins-playground-bessemer#daycare-program,,,https://winnie.com/place/einsteins-playground-bessemer#contact_form,"Bessemer, AL",,,24 mo - 13 yr
,900 Palmer Ave,Winnie,winnie (6).csv,https://winnie.com/place/childcare-resources-head-start-great-sta-brighton,https://winnie-static.imgix.net/default/daycare_29.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Childcare Resources Head Start-Great Sta,900 Palmer Ave,Brighton,location_on,,,,"Childcare Resources Head Start-Great Sta is a licensed child care center offering daycare programs located at 900 Palmer Ave in Brighton, AL. Contact this provider to inquire about prices and...",https://winnie.com/place/childcare-resources-head-start-great-sta-brighton#daycare-program,,,https://winnie.com/place/childcare-resources-head-start-great-sta-brighton#contact_form,"Brighton, AL",,,24 mo - 4 yr 11 mo
,6532 Aaron Aronov Dr,Winnie,winnie (6).csv,https://winnie.com/place/little-footprints-in-the-sand-ccc-fairfield,https://winnie-static.imgix.net/default/daycare_2.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Little Footprints In The Sand Ccc,6532 Aaron Aronov Dr,Fairfield,location_on,,,,"Little Footprints In The Sand Ccc is a licensed child care center offering daycare programs located at 6532 Aaron Aronov Dr in Fairfield, AL. Contact this provider to inquire about prices and...",https://winnie.com/place/little-footprints-in-the-sand-ccc-fairfield#daycare-program,,,https://winnie.com/place/little-footprints-in-the-sand-ccc-fairfield#contact_form,"Fairfield, AL",,,6 w - 12 yr
,925 43rd Pl,Winnie,winnie (6).csv,https://winnie.com/place/lorraines-angels-birmingham,https://winnie-static.imgix.net/default/daycare_22.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Lorraine's Angels,925 43rd Pl,,maps_home_work,,,,"Lorraine's Angels is a licensed child care center offering daycare programs located at 925 43rd Pl in Belview Heights in Birmingham, AL. Contact this provider to inquire about prices and availability.",https://winnie.com/place/lorraines-angels-birmingham#daycare-program,,,https://winnie.com/place/lorraines-angels-birmingham#contact_form,"Birmingham, AL",,Belview Heights,6 w - 14 yr
,1820 Bessemer Rd,Winnie,winnie (6).csv,https://winnie.com/place/whiz-kidz-child-care-center-birmingham,https://winnie-static.imgix.net/default/daycare_41.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Whiz Kidz Child Care Center,1820 Bessemer Rd,,maps_home_work,,,,"Whiz Kidz Child Care Center is a licensed child care center offering daycare programs located at 1820 Bessemer Rd in Central Park in Birmingham, AL. Contact this provider to inquire about prices and...",https://winnie.com/place/whiz-kidz-child-care-center-birmingham#daycare-program,,,https://winnie.com/place/whiz-kidz-child-care-center-birmingham#contact_form,"Birmingham, AL",,Central Park,6 w - 12 yr
,1541 6th Way NW,Winnie,winnie (6).csv,https://winnie.com/place/queen-burks-day-care-center-point,https://winnie-static.imgix.net/default/daycare_29.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Queen Burks Day Care,1541 6th Way NW,,maps_home_work,,,,"Queen Burks Day Care is a licensed child care center offering daycare programs located at 1541 6th Way NW in Bridlewood in Center Point, AL. Contact this provider to inquire about prices and...",https://winnie.com/place/queen-burks-day-care-center-point#daycare-program,,,https://winnie.com/place/queen-burks-day-care-center-point#contact_form,"Center Point, AL",,Bridlewood,6 w - 15 yr
,2061 Kentucky Ave,Winnie,winnie (6).csv,https://winnie.com/place/vestavia-day-school-vestavia-hills,https://winnie-static.imgix.net/default/daycare_38.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Vestavia Day School,2061 Kentucky Ave,Vestavia Hills,location_on,,,,"Vestavia Day School is a licensed child care center offering daycare programs located at 2061 Kentucky Ave in Vestavia Hills, AL. Contact this provider to inquire about prices and availability.",https://winnie.com/place/vestavia-day-school-vestavia-hills#daycare-program,,,https://winnie.com/place/vestavia-day-school-vestavia-hills#contact_form,"Vestavia Hills, AL",,,6 w - 6 yr
,115 1st Ave S,Winnie,winnie (6).csv,https://winnie.com/place/growing-in-grace-child-development-birmingham,https://winnie-static.imgix.net/default/daycare_37.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Growing In Grace Child Development,115 1st Ave S,,maps_home_work,,,,"Growing In Grace Child Development is a licensed child care center offering daycare programs located at 115 1st Ave S in North Titusville in Birmingham, AL. Contact this provider to inquire about...",https://winnie.com/place/growing-in-grace-child-development-birmingham#daycare-program,,,https://winnie.com/place/growing-in-grace-child-development-birmingham#contact_form,"Birmingham, AL",,North Titusville,12 mo - 12 yr
,1001 Dartmouth Ct,Winnie,winnie (6).csv,https://winnie.com/place/laugh-learn-bessemer,https://winnie-static.imgix.net/default/daycare_11.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Laugh & Learn,1001 Dartmouth Ct,Bessemer,location_on,,,,"Laugh & Learn is a licensed child care center offering daycare programs located at 1001 Dartmouth Ct in Bessemer, AL. Contact this provider to inquire about prices and availability.",https://winnie.com/place/laugh-learn-bessemer#daycare-program,,,https://winnie.com/place/laugh-learn-bessemer#contact_form,"Bessemer, AL",,,1 mo - 14 yr
,17 Watertown Cir,Winnie,winnie (6).csv,https://winnie.com/place/just-being-me-kids-christian-academy-llc-birmingham,https://winnie-static.imgix.net/default/daycare_49.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,"Just Being ME Kids Christian Academy, LLC",17 Watertown Cir,,maps_home_work,,,,"Just Being ME Kids Christian Academy, LLC is a licensed child care center offering daycare programs located at 17 Watertown Cir in Huffman in Birmingham, AL. Contact this provider to inquire about...",https://winnie.com/place/just-being-me-kids-christian-academy-llc-birmingham#daycare-program,,,https://winnie.com/place/just-being-me-kids-christian-academy-llc-birmingham#contact_form,"Birmingham, AL",,Huffman,6 w - 12 yr
,3201 Arlington Ave,Winnie,winnie (6).csv,https://winnie.com/place/team-for-children-development-bessemer,https://winnie-static.imgix.net/default/daycare_52.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Team For Children Development,3201 Arlington Ave,Bessemer,location_on,,,,"Team For Children Development is a licensed child care center offering daycare programs located at 3201 Arlington Ave in Bessemer, AL. Contact this provider to inquire about prices and availability.",https://winnie.com/place/team-for-children-development-bessemer#daycare-program,,,https://winnie.com/place/team-for-children-development-bessemer#contact_form,"Bessemer, AL",,,18 mo - 15 yr
,110 Sunset Dr,Winnie,winnie (6).csv,https://winnie.com/place/hueytown-first-umc-childcare-center-hueytown,https://winnie-static.imgix.net/default/daycare_32.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Hueytown First UMC Childcare Center,110 Sunset Dr,Hueytown,location_on,,,,"Hueytown First UMC Childcare Center is a licensed child care center offering daycare programs located at 110 Sunset Dr in Hueytown, AL. Contact this provider to inquire about prices and availability.",https://winnie.com/place/hueytown-first-umc-childcare-center-hueytown#daycare-program,,,https://winnie.com/place/hueytown-first-umc-childcare-center-hueytown#contact_form,"Hueytown, AL",,,6 w - 4 yr 11 mo
,1430 Fielding St,Winnie,winnie (6).csv,https://winnie.com/place/the-right-way-daycare-brighton,https://winnie-static.imgix.net/default/daycare_40.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,The Right Way Daycare,1430 Fielding St,Brighton,location_on,,,,"The Right Way Daycare is a licensed child care center offering daycare programs located at 1430 Fielding St in Brighton, AL. Contact this provider to inquire about prices and availability.",https://winnie.com/place/the-right-way-daycare-brighton#daycare-program,,,https://winnie.com/place/the-right-way-daycare-brighton#contact_form,"Brighton, AL",,,6 w - 2 yr 11 mo
,5178 Cornell Dr,Winnie,winnie (6).csv,https://winnie.com/place/babies-galore-family-day-care-home-irondale,https://winnie-static.imgix.net/default/daycare_39.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Babies Galore Family Day Care Home,5178 Cornell Dr,Irondale,location_on,,,,"Babies Galore Family Day Care Home is a licensed child care center offering daycare programs located at 5178 Cornell Dr in Irondale, AL. Contact this provider to inquire about prices and availability.",https://winnie.com/place/babies-galore-family-day-care-home-irondale#daycare-program,,,https://winnie.com/place/babies-galore-family-day-care-home-irondale#contact_form,"Irondale, AL",,,0 mo - 14 yr
,2512 Rocky Ridge Rd,Winnie,winnie (6).csv,https://winnie.com/place/spirit-of-life-ministry-birmingham,https://winnie-static.imgix.net/default/daycare_58.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Spirit Of Life Ministry,2512 Rocky Ridge Rd,Birmingham,location_on,,,,"Spirit Of Life Ministry is a licensed child care center offering daycare programs located at 2512 Rocky Ridge Rd in Birmingham, AL. Contact this provider to inquire about prices and availability.",https://winnie.com/place/spirit-of-life-ministry-birmingham#daycare-program,,,https://winnie.com/place/spirit-of-life-ministry-birmingham#contact_form,"Birmingham, AL",,,6 w - 12 yr
,1304 5th Ave,Winnie,winnie (6).csv,https://winnie.com/place/peekaboo-child-development-center-midfield,https://winnie-static.imgix.net/default/daycare_39.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Peekaboo Child Development Center,1304 5th Ave,Midfield,location_on,,,,"Peekaboo Child Development Center is a licensed child care center offering daycare programs located at 1304 5th Ave in Midfield, AL. Contact this provider to inquire about prices and availability.",https://winnie.com/place/peekaboo-child-development-center-midfield#daycare-program,,,https://winnie.com/place/peekaboo-child-development-center-midfield#contact_form,"Midfield, AL",,,0 mo - 14 yr
,97 Crystal Ave,Winnie,winnie (6).csv,https://winnie.com/place/kids-1st-development-center-hueytown,https://winnie-static.imgix.net/default/daycare_41.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Kids 1st Development Center,97 Crystal Ave,Hueytown,location_on,,,,"Kids 1st Development Center is a licensed child care center offering daycare programs located at 97 Crystal Ave in Hueytown, AL. Contact this provider to inquire about prices and availability.",https://winnie.com/place/kids-1st-development-center-hueytown#daycare-program,,,https://winnie.com/place/kids-1st-development-center-hueytown#contact_form,"Hueytown, AL",,,0 mo - 15 yr
,151 Covenant Way,Winnie,winnie (6).csv,https://winnie.com/place/the-heritage-church-site-4-birmingham,https://winnie-static.imgix.net/default/daycare_8.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,The Heritage Church Site 4,151 Covenant Way,Birmingham,location_on,,,,"The Heritage Church Site 4 is a license exempt child care center offering daycare programs located at 151 Covenant Way in Birmingham, AL. Contact this provider to inquire about prices and...",https://winnie.com/place/the-heritage-church-site-4-birmingham#daycare-program,,,https://winnie.com/place/the-heritage-church-site-4-birmingham#contact_form,"Birmingham, AL",,,
,128 N Chalkville Rd,Winnie,winnie (6).csv,https://winnie.com/place/first-baptist-church-trussville,https://winnie-static.imgix.net/default/daycare_45.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,First Baptist Church Trussville,128 N Chalkville Rd,Trussville,location_on,,,,"First Baptist Church Trussville is a license exempt child care center offering daycare programs located at 128 N Chalkville Rd in Trussville, AL. Contact this provider to inquire about prices and...",https://winnie.com/place/first-baptist-church-trussville#daycare-program,,,https://winnie.com/place/first-baptist-church-trussville#contact_form,"Trussville, AL",,,
,4660 Caldwell Mill Rd,Winnie,winnie (6).csv,https://winnie.com/place/altadena-valley-presbyterian-church-vestavia-hills,https://winnie-static.imgix.net/default/daycare_3.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Altadena Valley Presbyterian Church,4660 Caldwell Mill Rd,Vestavia Hills,location_on,,,,"Altadena Valley Presbyterian Church is a license exempt child care center offering daycare programs located at 4660 Caldwell Mill Rd in Vestavia Hills, AL. Contact this provider to inquire about...",https://winnie.com/place/altadena-valley-presbyterian-church-vestavia-hills#daycare-program,,,https://winnie.com/place/altadena-valley-presbyterian-church-vestavia-hills#contact_form,"Vestavia Hills, AL",,,
,400 Roebuck Pkwy,Winnie,winnie (6).csv,https://winnie.com/place/new-life-academy-birmingham,https://winnie-static.imgix.net/default/daycare_51.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,New Life Academy,400 Roebuck Pkwy,,maps_home_work,,,,"New Life Academy is a license exempt child care center offering daycare programs located at 400 Roebuck Pkwy in South Roebuck in Birmingham, AL. Contact this provider to inquire about prices and...",https://winnie.com/place/new-life-academy-birmingham#daycare-program,,,https://winnie.com/place/new-life-academy-birmingham#contact_form,"Birmingham, AL",,South Roebuck,
,869 Co Rd 52,Winnie,winnie (6).csv,https://winnie.com/place/grace-christian-church-helena,https://winnie-static.imgix.net/default/daycare_34.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Grace Christian Church,869 Co Rd 52,Helena,location_on,,,,"Grace Christian Church is a license exempt child care center offering daycare programs located at 869 Co Rd 52 in Helena, AL. Contact this provider to inquire about prices and availability.",https://winnie.com/place/grace-christian-church-helena#daycare-program,,,https://winnie.com/place/grace-christian-church-helena#contact_form,"Helena, AL",,,
,558 Gadsden Hwy,Winnie,winnie (6).csv,https://winnie.com/place/eastside-baptist-church-birmingham,https://winnie-static.imgix.net/default/daycare_16.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Eastside Baptist Church,558 Gadsden Hwy,,maps_home_work,,,,"Eastside Baptist Church is a license exempt child care center offering daycare programs located at 558 Gadsden Hwy in Huffman in Birmingham, AL. Contact this provider to inquire about prices and...",https://winnie.com/place/eastside-baptist-church-birmingham#daycare-program,,,https://winnie.com/place/eastside-baptist-church-birmingham#contact_form,"Birmingham, AL",,Huffman,
,316 31st St S,Winnie,winnie (6).csv,https://winnie.com/place/just-like-home-ministries-site-i-bessemer,https://winnie-static.imgix.net/default/daycare_51.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Just Like Home Ministries - Site I,316 31st St S,Bessemer,location_on,,,,"Just Like Home Ministries - Site I is a license exempt child care center offering daycare programs located at 316 31st St S in Bessemer, AL. Contact this provider to inquire about prices and...",https://winnie.com/place/just-like-home-ministries-site-i-bessemer#daycare-program,,,https://winnie.com/place/just-like-home-ministries-site-i-bessemer#contact_form,"Bessemer, AL",,,
,1137 10th Pl S,Winnie,winnie (6).csv,https://winnie.com/place/glen-iris-baptist-school-birmingham,https://winnie-static.imgix.net/default/daycare_15.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Glen Iris Baptist School,1137 10th Pl S,,maps_home_work,,,,"Glen Iris Baptist School is a license exempt child care center offering daycare programs located at 1137 10th Pl S in Glen Iris in Birmingham, AL. Contact this provider to inquire about prices and...",https://winnie.com/place/glen-iris-baptist-school-birmingham#daycare-program,,,https://winnie.com/place/glen-iris-baptist-school-birmingham#contact_form,"Birmingham, AL",,Glen Iris,
,1627 Carolina Ave,Winnie,winnie (7).csv,https://winnie.com/place/new-life-interfaith-ministries-site-ii-bessemer,https://winnie-static.imgix.net/default/daycare_50.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,"New Life Interfaith Ministries, Site Ii",1627 Carolina Ave,Bessemer,location_on,,,,"New Life Interfaith Ministries, Site Ii is a license exempt child care center offering daycare programs located at 1627 Carolina Ave in Bessemer, AL. Contact this provider to inquire about prices and...",https://winnie.com/place/new-life-interfaith-ministries-site-ii-bessemer#daycare-program,,,https://winnie.com/place/new-life-interfaith-ministries-site-ii-bessemer#contact_form,"Bessemer, AL",,,
,1035 Rutledge Dr,Winnie,winnie (7).csv,https://winnie.com/place/the-full-deliverance-church-of-god-fairfield,https://winnie-static.imgix.net/default/daycare_5.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,The Full Deliverance Church Of God,1035 Rutledge Dr,Fairfield,location_on,,,,"The Full Deliverance Church Of God is a license exempt child care center offering daycare programs located at 1035 Rutledge Dr in Fairfield, AL. Contact this provider to inquire about prices and...",https://winnie.com/place/the-full-deliverance-church-of-god-fairfield#daycare-program,,,https://winnie.com/place/the-full-deliverance-church-of-god-fairfield#contact_form,"Fairfield, AL",,,
,3405 Brookwood Rd,Winnie,winnie (7).csv,https://winnie.com/place/mountain-brook-presbyterian-church-birmingham,https://winnie-static.imgix.net/default/daycare_3.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Mountain Brook Presbyterian Church,3405 Brookwood Rd,Birmingham,location_on,,,,"Mountain Brook Presbyterian Church is a license exempt child care center offering daycare programs located at 3405 Brookwood Rd in Birmingham, AL. Contact this provider to inquire about prices and...",https://winnie.com/place/mountain-brook-presbyterian-church-birmingham#daycare-program,,,https://winnie.com/place/mountain-brook-presbyterian-church-birmingham#contact_form,"Birmingham, AL",,,
,2204 Briarwood Way,Winnie,winnie (7).csv,https://winnie.com/place/briarwood-presbyterian-school-vestavia-hills,https://winnie-static.imgix.net/default/daycare_34.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Briarwood Presbyterian School,2204 Briarwood Way,Vestavia Hills,location_on,,,,"Briarwood Presbyterian School is a license exempt child care center offering daycare programs located at 2204 Briarwood Way in Vestavia Hills, AL. Contact this provider to inquire about prices and...",https://winnie.com/place/briarwood-presbyterian-school-vestavia-hills#daycare-program,,,https://winnie.com/place/briarwood-presbyterian-school-vestavia-hills#contact_form,"Vestavia Hills, AL",,,
,1720 Oxmoor Rd,Winnie,winnie (7).csv,https://winnie.com/place/our-lady-of-sorrows-church-homewood,https://winnie-static.imgix.net/default/daycare_40.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Our Lady of Sorrows Church,1720 Oxmoor Rd,Homewood,location_on,,,,"Our Lady of Sorrows Church is a license exempt child care center offering daycare programs located at 1720 Oxmoor Rd in Homewood, AL. Contact this provider to inquire about prices and availability.",https://winnie.com/place/our-lady-of-sorrows-church-homewood#daycare-program,,,https://winnie.com/place/our-lady-of-sorrows-church-homewood#contact_form,"Homewood, AL",,,
,1400 Oxmoor Rd,Winnie,winnie (7).csv,https://winnie.com/place/trinity-child-development-center-homewood,https://winnie-static.imgix.net/default/daycare_59.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Trinity Child Development Center,1400 Oxmoor Rd,Homewood,location_on,,,,"Trinity Child Development Center is a license exempt child care center offering daycare programs located at 1400 Oxmoor Rd in Homewood, AL. Contact this provider to inquire about prices and...",https://winnie.com/place/trinity-child-development-center-homewood#daycare-program,,,https://winnie.com/place/trinity-child-development-center-homewood#contact_form,"Homewood, AL",,,
,1912 Canyon Rd,Winnie,winnie (7).csv,https://winnie.com/place/church-of-the-ascension-vestavia-hills,https://winnie-static.imgix.net/default/daycare_35.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Church Of The Ascension Vestavia Hills,1912 Canyon Rd,Vestavia Hills,location_on,,,,"Church Of The Ascension Vestavia Hills is a license exempt child care center offering daycare programs located at 1912 Canyon Rd in Vestavia Hills, AL. Contact this provider to inquire about prices...",https://winnie.com/place/church-of-the-ascension-vestavia-hills#daycare-program,,,https://winnie.com/place/church-of-the-ascension-vestavia-hills#contact_form,"Vestavia Hills, AL",,,
,2600 Vestavia Dr,Winnie,winnie (7).csv,https://winnie.com/place/vestavia-hills-baptist-church-vestavia-hills,https://winnie-static.imgix.net/default/daycare_49.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Vestavia Hills Baptist Church,2600 Vestavia Dr,Vestavia Hills,location_on,,,,"Vestavia Hills Baptist Church is a license exempt child care center offering daycare programs located at 2600 Vestavia Dr in Vestavia Hills, AL. Contact this provider to inquire about prices and...",https://winnie.com/place/vestavia-hills-baptist-church-vestavia-hills#daycare-program,,,https://winnie.com/place/vestavia-hills-baptist-church-vestavia-hills#contact_form,"Vestavia Hills, AL",,,
,5080 Cahaba Valley Trce,Winnie,winnie (7).csv,https://winnie.com/place/oak-mountain-presbyterian-church-birmingham,https://winnie-static.imgix.net/default/daycare_27.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Oak Mountain Presbyterian Church,5080 Cahaba Valley Trce,Birmingham,location_on,,,,"Oak Mountain Presbyterian Church is a license exempt child care center offering daycare programs located at 5080 Cahaba Valley Trce in Birmingham, AL. Contact this provider to inquire about prices and...",https://winnie.com/place/oak-mountain-presbyterian-church-birmingham#daycare-program,,,https://winnie.com/place/oak-mountain-presbyterian-church-birmingham#contact_form,"Birmingham, AL",,,
,510 4th Ave SW,Winnie,winnie (7).csv,https://winnie.com/place/world-overcomers-christian-church-bessemer,https://winnie-static.imgix.net/default/daycare_28.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,World Overcomers Christian Church,510 4th Ave SW,Bessemer,location_on,,,,"World Overcomers Christian Church is a license exempt child care center offering daycare programs located at 510 4th Ave SW in Bessemer, AL. Contact this provider to inquire about prices and...",https://winnie.com/place/world-overcomers-christian-church-bessemer#daycare-program,,,https://winnie.com/place/world-overcomers-christian-church-bessemer#contact_form,"Bessemer, AL",,,
,4178 Co Rd 39,Winnie,winnie (7).csv,https://winnie.com/place/redemption-churchk-springs-chelsea,https://winnie-static.imgix.net/default/daycare_20.png?w=140&h=140&dpr=3&fit=crop&auto=compress%2Cformat,Redemption Church@K-Springs,4178 Co Rd 39,Chelsea,location_on,,,,"Redemption Church@K-Springs is a license exempt child care center offering daycare programs located at 4178 Co Rd 39 in Chelsea, AL. Contact this provider to inquire about prices and availability.",https://winnie.com/place/redemption-churchk-springs-chelsea#daycare-program,,,https://winnie.com/place/redemption-churchk-springs-chelsea#contact_form,"Chelsea, AL",,,
